t_index	term	df
1643	bustl	4
1644	butcher	4
1645	butter	1
1646	button	3
1647	buttress	5
1648	buy	44
1649	buyer	2
1650	buzz	6
1651	bye	1
1652	bypass	5
1653	byrd	6
1654	c	31
1655	c-117	1
1656	c-130	3
1657	c-141	4
1658	c-4	4
1659	c4	1
1660	c9	5
1661	ca	1
1662	cab	2
1663	cabana	1
1664	cabin	2
1665	cabinet	31
1666	cabl	5
1667	cacak	8
1668	cach	2
1669	cadav	1
1670	cadet	1
1671	caeti	1
1672	cafe	4
1673	cafetalon	1
1674	cafeteria	1
1675	cage	5
1676	cagl	1
1677	cahokia	3
1678	cairo	5
1679	caisson	1
1680	cake	5
1681	cal	2
1682	calam	5
1683	calamit	1
1684	calatrava	2
1685	calcul	9
1686	calculu	1
1687	calcutta	3
1688	calderon	1
1689	calena	1
1690	caley	1
1691	calhoun	1
1692	calib	1
1693	calif	6
1694	california	32
1695	calina	1
1696	calix	1
1697	call	363
1698	call-in	1
1699	call-off	1
1700	callahan	1
1701	callen	3
1702	caller	5
1703	callou	1
1704	callous	1
1705	calm	38
1706	calmli	1
1707	calvario	6
1708	calvert	1
1709	cambodia	3
1710	camden	1
1711	came	236
1712	camel	3
1713	camera	25
1714	cameraman	3
1715	cameroon	2
1716	camouflag	7
1717	camp	49
1718	campaign	155
1719	campbel	1
1720	campfir	3
1721	campground	1
1722	campu	2
1723	can	345
1724	can-do	2
1725	canada	14
1726	canal	21
1727	canberra	1
1728	cancel	38
1729	cancer	45
1730	candid	135
1731	candidaci	15
1732	candiotti	2
1733	candl	3
1734	candlelight	4
1735	candor	2
1736	cane	2
1737	canist	2
1738	cannaday	3
1739	cannistraro	4
1740	cannon	3
1741	canon	1
1742	canopi	2
1743	canton	1
1744	cantwel	4
1745	canva	3
1746	canvass	3
1747	cap	19
1748	capabl	25
1749	capac	15
1750	cape	2
1751	capit	159
1752	capitalist	2
1753	capitol	28
1754	capitul	1
1755	capp	1
1756	capriati	33
1757	capsul	2
1758	capt	30
1759	captain	27
1760	captiv	6
1761	captor	4
1762	captur	58
1763	car	97
1764	car-bomb	1
1765	car-siz	1
1766	caraca	2
1767	caravan	3
1768	carbon	2
1769	card	21
1770	cardboard	1
1771	cardiopulmonari	1
1772	care	84
1773	career	48
1774	career-end	1
1775	career-high	1
1776	carefully-preserv	1
1777	caretak	4
1778	carey	1
1779	cargo	12
1780	caribbean	2
1781	carin	1
1782	cario	1
1783	carjack	2
1784	carl	4
1785	carlo	29
1786	carlson	1
1787	carlton	1
1788	carman	1
1789	carmelo	2
1790	carmen	4
1791	carmodi	4
1792	carnahan	66
1793	carnahan2000	6
1794	carnahand	1
1795	carnival-lik	1
1796	carol	6
1797	carolina	5
1798	carpent	7
1799	carper	8
1800	carpet	3
1801	carpetbagg	2
1802	carr	1
1803	carri	182
1804	carrier	20
1805	carrol	2
1806	carrot	1
1807	carson	5
1808	cart	1
1809	carter	10
1810	carthag	2
1811	carv	9
1812	carver	1
1813	case	168
1814	case-by-cas	1
1815	casetch	1
1816	cash	22
1817	cash-strap	3
1818	cashier	1
1819	casino	1
1820	casket	16
1821	cast	47
1822	castellano	2
1823	castiel	1
1824	castil	1
1825	castleburi	4
1826	castro	8
1827	casual	2
1828	casualti	22
1829	cat	2
1830	cataclysm	1
1831	catalyst	1
1832	catastroph	12
1833	catcal	1
1834	catch	15
1835	catch-up	1
1836	cate	4
1837	categor	1
1838	categori	1
1839	caterpillar	2
1840	cathedr	1
1841	catherin	3
1842	cathi	1
1843	cathol	7
1844	catholicrelief	1
1845	cattl	2
1846	caucasian	2
1847	caught	46
1848	caus	132
1849	caution	18
1850	cautiou	19
1851	cautious	2
1852	cave	3
1853	cavern	1
1854	cavort	1
1855	cawl	3
1856	cayman	3
1857	cb	5
1858	cbs-new	1
1859	cd	1
1860	ceas	7
1861	cease-fir	7
1862	ceaselessli	2
1863	ceausescu	1
1864	cecil	1
1865	cedar	2
1866	cede	3
1867	cedomir	1
1868	cedric	6
1869	ceil	2
1870	celebr	83
1871	celebrateor	1
1872	celera	1
1873	celest	1
1874	cell	23
1875	cellblock	1
1876	cellphon	2
1877	cellular	10
1878	cement	6
1879	cement-reinforc	1
1880	cemeteri	8
1881	censor	2
1882	censorship	2
1883	cent	1
1884	centcom	2
1885	center	140
1886	center-court	4
1887	center-left	1
1888	centerpiec	2
1889	centigrad	1
1890	centimet	1
1891	central	84
1892	centrist	6
1893	centuri	24
1894	ceo	1
1895	ceremoni	52
1896	cerf	9
1897	cerna	3
1898	certain	36
1899	certainli	56
1900	certainti	4
1901	certif	3
1902	certifi	3
1903	cesar	2
1904	cessat	1
1905	cessna	7
1906	cetera	1
1907	cetinj	1
1908	cha	1
1909	chad	1
1910	chadwick	2
1911	chafe	3
1912	chagrin	1
1913	chain	10
1914	chair	17
1915	chairman	55
1916	chairmen	3
1917	chalk	2
1918	challeng	84
1919	chamber	16
1920	chamberlain	2
1921	chameleon	1
1922	champ	9
1923	champion	55
1924	championship	7
1925	chanc	99
1926	chancellor	5
1927	chanda	3
1928	chandeli	2
1929	chandler	6
1930	chandrika	1
1931	chang	144
1932	changeov	9
1933	channel	18
1934	chant	31
1935	chao	36
1936	chaotic	7
1937	chap	2
1938	chapel	4
1939	chaplain	7
1940	chaplin	1
1941	chappaqua	11
1942	chapter	7
1943	char	3
1944	charact	13
1945	character	7
1946	characterist	5
1947	charad	1
1948	charg	193
1949	charisma	2
1950	charit	5
1951	chariti	5
1952	charl	24
1953	charleston	2
1954	charlestown	1
1955	charli	2
1956	charlott	2
1957	chart	2
1958	charter	7
1959	chase	22
1960	chasm	2
1961	chat	5
1962	chattanooga	1
1963	chatti	1
1964	chau	1
1965	chauffeur	1
1966	chavez	4
1967	cheap	1
1968	cheat	11
1969	chebeck	8
1970	chechnya	8
1971	check	40
1972	checker	1
1973	checkpoint	2
1974	checkup	3
1975	cheek	1
1976	cheer	34
1977	cheerlead	2
1978	chees	1
1979	chef	2
1980	chela	4
1981	chell	1
1982	chelsea	17
1983	chemic	7
1984	chemistri	3
1985	chemotherapi	1
1986	cheney	31
1987	cheri	12
1988	cherish	2
1989	chernomyrdin	2
1990	cheroke	3
1991	cheron	3
1992	cherri	2
1993	chesapeak	1
1994	chest	8
1995	chetna	1
1996	chetsov	1
1997	chew	1
1998	chi	24
1999	chi-	1
2000	chic	1
2001	chicago	6
2002	chicken	2
2003	chide	1
2004	chief	196
2005	chiefli	3
2006	child	45
2007	childhood	4
2008	children	69
2009	chile	8
2010	chill	13
2011	chilli	5
2012	chillicoth	1
2013	china	31
2014	china-yugoslavia	2
2015	chines	10
2016	chinese-american	2
2017	chinfo	4
2018	ching	1
2019	chink	1
2020	chino	1
2021	chip	8
2022	chirac	6
2023	chisel	1
2024	chizhov	1
2025	chizov	1
2026	chladkova	3
2027	chlorin	4
2028	chocol	1
2029	choi	1
2030	choic	41
2031	chok	1
2032	choke	7
2033	cholera	1
2034	chomp	1
2035	chon	1
2036	choos	18
2037	chopper	1
2038	chopstick	1
2039	choreograph	1
2040	chorichech	1
2041	choru	1
2042	chose	13
2043	chosen	14
2044	chouchescu	1
2045	chow	1
2046	chri	34
2047	chrisdorton	1
2048	christen	3
2049	christi	4
2050	christian	27
2051	christianchildrensfund	1
2052	christina	3
2053	christma	61
2054	christmas-ev	1
2055	christoph	17
2056	chronic	2
2057	chronicl	2
2058	chrysanthemum	1
2059	chu	1
2060	chubbi	2
2061	chuck	9
2062	chuckl	2
2063	chudakova	3
2064	chunk	4
2065	church	43
2066	churchvil	1
2067	churchworldservic	1
2068	cia	23
2069	cienfuego	1
2070	cigarett	2
2071	cinder	1
2072	cinderblock	3
2073	cinema	2
2074	circl	19
2075	circu	3
2076	circuit	8
2077	circul	8
2078	circumst	32
2079	circumstanti	2
2080	circumv	3
2081	cisnero	7
2082	ciss	1
2083	citadel	1
2084	citat	2
2085	cite	38
2086	citi	218
2087	citizen	73
2088	citizenri	2
2089	citizenship	10
2090	citywid	1
2091	civic	4
2092	civil	61
2093	civilian	52
2094	clad	1
2095	claiborn	1
2096	claim	129
2097	clair	6
2098	clamber	5
2099	clamor	3
2100	clandestin	2
2101	clap	1
2102	clarenc	1
2103	clarifi	3
2104	clariti	1
2105	clark	41
2106	clarkston	1
2107	clash	54
2108	clasp	1
2109	class	29
2110	classic	7
2111	classifi	36
2112	classmat	2
2113	classroom	2
2114	clavet	1
2115	claw	6
2116	clay	4
2117	clay-court	1
2118	clean	22
2119	clean-air	1
2120	cleanli	1
2121	cleans	6
2122	cleans-	1
2123	clear	187
2124	clearanc	5
2125	clearer	4
2126	clearest	1
2127	clearli	56
2128	cleavag	1
2129	cleaver	1
2130	clemenc	31
2131	clement	24
2132	clergi	2
2133	cleric	3
2134	clerk	6
2135	cleveland	1
2136	clever	4
2137	cleverli	1
2138	click	2
2139	client	9
2140	cliff-hang	1
2141	clifford	2
2142	clijster	11
2143	climact	1
2144	climat	3
2145	climate-control	1
2146	climax	4
2147	climb	22
2148	clime	1
2149	clinch	2
2150	cling	8
2151	clinic	8
2152	clink	1
2153	clinton	271
2154	clinton-gor	1
2155	clinton-lazio	2
2156	clintonesqu	1
2157	clintonit	1
2158	clip	2
2159	clister	1
2160	cloak	1
2161	clock	10
2162	clod	1
2163	clodfelt	4
2164	clog	1
2165	cloister	1
2166	cloner	1
2167	closabl	1
2168	close	252
2169	close-knit	1
2170	closed-door	6
2171	closemouth	1
2172	closer	29
2173	closest	32
2174	closet	1
2175	closeup	1
2176	closhg	1
2177	closur	7
2178	cloth	44
2179	cloud	21
2180	cloudless	1
2181	clout	4
2182	clown	1
2183	clton	1
2184	club	15
2185	clue	27
2186	clump	1
2187	clumsi	1
2188	clung	2
2189	cluster	4
2190	clutch	4
2191	clyde	1
2192	cmc	1
2193	cmdr	35
2194	cnn	49
2195	co	8
2196	co-author	1
2197	co-defend	1
2198	co-director	1
2199	co-exist	1
2200	co-justic	1
2201	co-oper	5
2202	co-opt	1
2203	co-product	6
2204	coach	15
2205	coachlight	8
2206	coal	31
2207	coal-fir	1
2208	coalit	34
2209	coalition-build	1
2210	coalmin	1
2211	coast	106
2212	coastal	10
2213	coastlin	9
2214	coat	8
2215	coax	3
2216	cobar	1
2217	coburn	4
2218	coca	2
2219	cocain	8
2220	cochran	4
2221	cochranvil	1
2222	cock	6
2223	cocker	1
2224	cocktail	3
2225	coco	2
2226	cocoa	14
2227	cocodi	3
2228	code	7
2229	codi	5
2230	coercion	1
2231	coetzer	16
2232	coetzer-hingi	2
2233	coey	1
2234	coffe	25
2235	coffee-pick	1
2236	coffee-rel	1
2237	coffer	2
2238	coffield	1
2239	coffin	14
2240	cognac	1
2241	cohen	56
2242	coher	1
2243	cohes	3
2244	cohort	1
2245	coil	2
2246	coin	3
2247	coincid	6
2248	coincident	1
2249	coker	1
2250	coki	2
2251	col	18
2252	cold	43
2253	cold-blood	1
2254	cole	290
2255	coleman	1
2256	coler	7
2257	colin	7
2258	colina	23
2259	collabor	3
2260	collag	1
2261	collaps	86
2262	collar-pin	1
2263	collat	2
2264	colleagu	23
2265	collect	32
2266	collector	5
2267	colleg	34
2268	college-ag	1
2269	coller	4
2270	collid	7
2271	collin	2
2272	collis	20
2273	collus	1
2274	colo	9
2275	colobora	1
2276	colombia	10
2277	colombian	3
2278	colon	4
2279	coloni	20
2280	colonna	1
2281	color	13
2282	colorado	24
2283	columbia	14
2284	columbin	1
2285	column	7
2286	columnist	1
2287	com	35
2288	comasagua	5
2289	comb	10
2290	combat	22
2291	combin	20
2292	combrat	1
2293	come	264
2294	come-from-behind	1
2295	comeback	17
2296	comedian	1
2297	comen	1
2298	comfort	25
2299	comic	1
2300	command	127
2301	commando	5
2302	commemor	7
2303	commenc	1
2304	commend	3
2305	comment	82
2306	commentari	5
2307	commerc	10
2308	commerci	38
2309	comminut	1
2310	commiss	94
2311	commissari	2
2312	commission	15
2313	commit	89
2314	committe	79
2315	commod	11
2316	common	36
2317	common-sens	3
2318	commonli	5
2319	commot	1
2320	commun	113
2321	communiqu	5
2322	communist	58
2323	communist-rul	1
2324	communist-run	1
2325	communist-turned-socialist	1
2326	commut	20
2327	compact	1
2328	compani	76
2329	companion	4
2330	companionship	4
2331	compar	31
2332	comparison	9
2333	compart	38
2334	compass	5
2335	compassion	3
2336	compel	10
2337	compens	3
2338	compensatori	1
2339	compet	16
2340	competit	22
2341	competitor	2
2342	compil	4
2343	complac	4
2344	complain	40
2345	complaint	21
2346	complement	2
2347	complet	104
2348	complex	41
2349	compli	5
2350	complianc	2
2351	complic	31
2352	compliment	5
2353	compon	2
2354	compos	1
2355	composit	4
2356	composur	5
2357	compound	30
2358	comprehend	1
2359	comprehens	5
2360	compress	1
2361	compris	3
2362	compromis	16
2363	compuls	1
2364	comput	22
2365	computer-link	1
2366	comrad	7
2367	con	4
2368	conceal	10
2369	conced	49
2370	conceiv	9
2371	concentr	20
2372	concept	7
2373	concern	105
2374	concernusa	1
2375	concert	7
2376	concess	16
2377	conchita	3
2378	concili	2
2379	conciliatori	3
2380	conclud	47
2381	conclus	31
2382	concret	38
2383	concur	1
2384	concuss	1
2385	condemn	24
2386	condit	138
2387	condol	15
2388	condoleezza	1
2389	condon	2
2390	conduct	51
2391	conduit	1
2392	confer	68
2393	confess	10
2394	confetti	6
2395	confetti-lik	1
2396	confetti-s	1
2397	confid	60
2398	confidenti	1
2399	configur	1
2400	confin	6
2401	confirm	117
2402	confisc	1
2403	conflict	46
2404	conform	1
2405	confound	2
2406	confront	39
2407	confus	22
2408	cong	1
2409	congeni	1
2410	congest	5
2411	congo	2
2412	congratul	29
2413	congreg	1
2414	congress	112
2415	congression	39
2416	congressman	42
2417	congressmen	1
2418	congresswoman	2
2419	conjunct	2
2420	conn	1
2421	connal	24
2422	connect	66
2423	connecticut	13
2424	connel	1
2425	connelli	1
2426	connett	1
2427	conni	7
2428	conniv	1
2429	connoli	1
2430	connolli	1
2431	connor	1
2432	conquer	1
2433	conqueror	3
2434	conquest	2
2435	conrad	6
2436	conscienc	3
2437	consciou	4
2438	conscious	2
2439	consecut	27
2440	consensu	9
2441	consent	2
2442	consequ	18
2443	consequenti	1
2444	conserv	19
2445	conservat	1
2446	conservationist	1
2447	consid	131
2448	consider	28
2449	consign	1
2450	consist	14
2451	consistu	1
2452	consol	8
2453	consolid	13
2454	consortium	7
2455	conspicu	2
2456	conspir	6
2457	conspiraci	18
2458	constant	10
2459	constantinescu	1
2460	constantli	10
2461	constern	1
2462	constitu	5
2463	constitut	105
2464	constrain	1
2465	constrict	1
2466	construct	30
2467	consul	10
2468	consular	3
2469	consult	20
2470	consum	4
2471	consumpt	1
2472	contact	38
2473	contain	46
2474	contamin	1
2475	contempl	4
2476	contemporari	2
2477	contempt	9
2478	contend	25
2479	content	20
2480	contenti	4
2481	contest	44
2482	context	10
2483	contin	6
2484	continent	1
2485	conting	4
2486	continu	230
2487	contort	1
2488	contract	26
2489	contractor	4
2490	contradict	6
2491	contrari	7
2492	contrast	5
2493	contribut	47
2494	contributor	5
2495	contrit	1
2496	contriv	1
2497	control	170
2498	controversi	34
2499	conven	8
2500	conveni	16
2501	convent	8
2502	converg	14
2503	convers	18
2504	convert	5
2505	convey	3
2506	convict	123
2507	convictsgetaway	1
2508	convinc	27
2509	convincingli	1
2510	convok	1
2511	convoy	14
2512	cooey	1
2513	cook	20
2514	cool	5
2515	cooler	2
2516	cooling-off	3
2517	coon	1
2518	cooper	72
2519	coordin	27
2520	cop	1
2521	cope	9
2522	copi	19
2523	copper	2
2524	cops-styl	1
2525	cord	1
2526	cordial	3
2527	cordillera	1
2528	cordon	10
2529	core	10
2530	corech	1
2531	coretta	1
2532	corey	2
2533	cori	3
2534	corina	4
2535	corn	2
2536	cornahaim	1
2537	cornaheim	1
2538	cornard	1
2539	corner	34
2540	cornerston	1
2541	cornett	2
2542	corni	1
2543	cornwal	1
2544	corollari	1
2545	coron	2
2546	corp	16
2547	corpor	15
2548	corps	13
2549	corpu	1
2550	corral	1
2551	correct	24
2552	correctli	5
2553	correl	4
2554	correspond	26
2555	corridor	2
2556	corros	3
2557	corrug	1
2558	corrugated-iron	1
2559	corrupt	78
2560	corzin	13
2561	cosbi	1
2562	cosic	1
2563	cosmeniov	1
2564	cosminov	1
2565	cost	41
2566	costa	4
2567	costello	1
2568	costelow	1
2569	costli	5
2570	costliest	3
2571	cot	4
2572	coteri	1
2573	cotibua	1
2574	coton	1
2575	cotton	7
2576	couch	2
2577	coue	1
2578	couldn	54
2579	coulibali	9
2580	council	43
2581	councilman	1
2582	counsel	24
2583	counselor	2
2584	count	79
2585	counter	19
2586	counter-intellig	1
2587	counter-punch	1
2588	counter-terror	1
2589	counterattack	4
2590	counterintellig	3
2591	counternarcot	1
2592	counterpart	5
2593	counterpunch	1
2594	counterrevolutionari	1
2595	counterterror	10
2596	counti	35
2597	countless	1
2598	countri	410
2599	country-span	1
2600	countryman	7
2601	countrymen	8
2602	countrysid	15
2603	coup	43
2604	coup-de-tour	1
2605	coupl	40
2606	courag	11
2607	courier	3
2608	cours	62
2609	court	190
2610	court-appoint	2
2611	courtesi	1
2612	courthous	4
2613	courtland	1
2614	courtroom	7
2615	courtsid	2
2616	courtyard	6
2617	cousin	4
2618	coustunitza	1
2619	coven	1
2620	cover	66
2621	cover-up	1
2622	coverag	19
2623	coverdel	3
2624	covic	3
2625	cow	7
2626	coward	2
2627	cowardli	15
2628	cowboy	3
2629	cower	3
2630	cowl	1
2631	cp_yemen	1
2632	cpn	2
2633	crabbi	1
2634	crack	32
2635	crackdown	10
2636	crackl	2
2637	cradl	1
2638	craft	19
2639	crafti	2
2640	cragey	3
2641	craggi	1
2642	craig	13
2643	cram	3
2644	cramp	8
2645	crane	18
2646	cranni	1
2647	crap	1
2648	crash	85
2649	crater	6
2650	crave	2
2651	crawl	9
2652	crazi	7
2653	creak	1
2654	creaki	2
2655	cream	3
2656	creasingli	1
2657	creat	48
2658	creation	5
2659	creativ	2
2660	creator	1
2661	credenc	2
2662	credenti	16
2663	credibl	42
2664	credit	20
2665	creditor	4
2666	cree	1
2667	creed	2
2668	creek	1
2669	creep	5
2670	creepi	1
2671	cremat	4
2672	crematoria	1
2673	crematorium	1
2674	crept	6
2675	crescent	1
2676	crest	2
2677	crestfallen	1
2678	crevic	1
2679	crew	133
2680	crewman	4
2681	crewmemb	5
2682	crewmen	10
2683	cri	38
2684	crime	78
2685	crime-fight	1
2686	crimin	105
2687	criminolog	1
2688	crippl	39
2689	crise	14
2690	crisi	54
2691	crisp	3
2692	cristo	1
2693	criteria	2
2694	critic	121
2695	croat	3
2696	croatia	14
2697	croatian	2
2698	croifl	1
2699	croni	18
2700	crook	7
2701	crop	3
2702	crosbi	5
2703	cross	43
2704	cross-court	2
2705	cross-leg	2
2706	crosscourt	5
2707	crossfir	1
2708	crouch	12
2709	crous	1
2710	crow	1
2711	crowbar	6
2712	crowd	104
2713	crowd-pleas	2
2714	crowley	10
2715	crown	8
2716	crucial	21
2717	crucifi	1
2718	crude	1
2719	crue	1
2720	cruel	3
2721	cruelti	3
2722	cruis	16
2723	cruiser	3
2724	cruman	1
2725	crumbl	21
2726	crumpl	3
2727	crusad	4
2728	crush	22
2729	crust	1
2730	crutch	6
2731	cruz	1
2732	crwrc	1
2733	cryptic	1
2734	crystal	2
2735	cuba	9
2736	cuban	2
2737	cuban-american	2
2738	cue	1
2739	cuellar	6
2740	cul-de-sac	1
2741	culmin	8
2742	culpabl	1
2743	culprit	9
2744	cultiv	2
2745	cultur	11
2746	cummin	2
2747	cun	5
2748	cuomo	3
2749	cup	9
2750	cupboard	1
2751	curb	4
2752	curdl	1
2753	cure	1
2754	curfew	10
2755	curios	2
2756	curiou	9
2757	currenc	2
2758	current	52
2759	curriculum	4
2760	curs	4
2761	cursori	1
2762	curt	2
2763	curtail	4
2764	curtain	3
2765	curti	3
2766	curv	3
2767	cush	2
2768	cusp	1
2769	cussin	2
2770	custodi	21
2771	custodian	3
2772	custom	9
2773	customari	2
2774	cut	113
2775	cutback	1
2776	cutigua	1
2777	cutter	7
2778	cybercaf	1
2779	cybernet	1
2780	cycl	3
2781	cyclon	1
2782	cylind	1
2783	cylindr	1
2784	cynic	9
2785	cypru	1
2786	cyr	1
2787	czarist	1
2788	czarist-era	1
2789	czech	14
2790	czechoslovakian	1
2791	d	76
2792	d-	2
2793	d-ark	1
2794	d-calif	1
2795	d-conn	3
2796	d-day	1
2797	d-ga	2
2798	d-ind	3
2799	d-mass	3
2800	d-mich	1
2801	d-mo	1
2802	d-n	2
2803	d-sedalia	1
2804	d-w	3
2805	d-wi	1
2806	da	3
2807	dad	11
2808	dada	1
2809	dadiv	1
2810	dae-jung	5
2811	daewoo	5
2812	dagestan	3
2813	dagger	3
2814	daili	29
2815	daja	2
2816	dakota	19
2817	dakotan	1
2818	dakouri	1
2819	dalal	1
2820	dale	2
2821	daley	7
2822	dalla	30
2823	dallas-area	5
2824	dallas-bas	2
2825	dallas-fort	2
2826	dalworthington	1
2827	dam	1
2828	damag	154
2829	damascu	2
2830	dame	1
2831	damir	3
2832	dammaj	1
2833	damor	1
2834	damp	1
2835	dampen	2
2836	dan	18
2837	dana	2
2838	danah	4
2839	danburi	1
2840	danc	11
2841	dancer	3
2842	dandelion	1
2843	dane	1
2844	danewich	1
2845	danforth	3
2846	danger	103
2847	dangl	2
2848	daniel	19
2849	daniela	6
2850	daniil	2
2851	danni	1
2852	danzig	4
2853	daoud	1
2854	dapist	1
2855	dar	5
2856	darden	1
2857	dare	15
2858	daren	7
2859	dark	27
2860	dark-hair	2
2861	darken	3
2862	darl	1
2863	darn	1
2864	darrel	2
2865	dart	1
2866	darwinian	1
2867	daschl	11
2868	dash	4
2869	dashboard	1
2870	data	4
2871	date	27
2872	datelin	7
2873	daughter	54
2874	daughter-in-law	2
2875	daunt	6
2876	dave	18
2877	davenport	44
2878	davi	4
2879	david	58
2880	david-styl	1
2881	davidian	2
2882	dawn	21
2883	day	456
2884	day-by-day	1
2885	day-to-day	2
2886	daybreak	3
2887	dayeb	1
2888	daylight	4
2889	dayton	9
2890	dayton-hudson	3
2891	daytona	1
2892	daze	4
2893	dazesurvivor	1
2894	dc	6
2895	dc-10	1
2896	dd-21	1
2897	ddg67	7
2898	de	17
2899	de-classifi	1
2900	dea	1
2901	deactiv	2
2902	dead	164
2903	dead-on	1
2904	deadli	53
2905	deadliest	16
2906	deadlin	13
2907	deadlock	3
2908	deaf	1
2909	deal	98
2910	dealt	6
2911	dean	5
2912	dear	5
2913	dearborn	1
2914	dearli	3
2915	death	210
2916	death-defi	1
2917	death-row	1
2918	debar	1
2919	debat	65
2920	debbi	5
2921	deborah	3
2922	debra	2
2923	debri	47
2924	debt	14
2925	debut	1
2926	dec	48
2927	decad	81
2928	decades-old	2
2929	decay	2
2930	deceas	8
2931	deceit	1
2932	decemb	79
2933	decent	2
2934	decentr	3
2935	decept	1
2936	decibel	1
2937	decid	103
2938	decidedli	1
2939	decis	173
2940	decision-mak	2
2941	deck	44
2942	declar	99
2943	declassifi	1
2944	declin	48
2945	decod	2
2946	decompos	1
2947	decor	2
2948	decrat	2
2949	decre	2
2950	decri	3
2951	ded	1
2952	dedic	9
2953	dedinj	5
2954	dee	1
2955	deed	3
2956	deem	8
2957	deep	42
2958	deep-sea	4
2959	deep-seat	2
2960	deep-wat	6
2961	deepen	5
2962	deeper	3
2963	deepest	1
2964	deepli	23
2965	defac	1
2966	default	3
2967	defeat	143
2968	defect	2
2969	defenc	3
2970	defend	121
2971	defens	153
2972	defenselink	3
2973	defer	2
2974	defi	5
2975	defianc	7
2976	defiant	6
2977	defiantli	2
2978	defici	1
2979	deficit	11
2980	defin	7
2981	definit	37
2982	deflat	1
2983	deflect	5
2984	defoli	1
2985	defolt	1
2986	deforest	10
2987	defraud	3
2988	defunct	1
2989	defus	3
2990	degr	1
2991	degrad	4
2992	degre	23
2993	dehuman	1
2994	dehydr	3
2995	del	11
2996	delawar	25
2997	delay	34
2998	deleg	10
2999	delhi	17
3000	deli	1
3001	deliber	15
3002	delic	7
3003	delici	1
3004	delight	5
3005	deliv	36
3006	deliveri	2
3007	dell	1
3008	delsaut	2
3009	delta	9
3010	delus	2
3011	delv	1
3012	demaci	1
3013	demagogu	2
3014	demand	75
3015	demarc	1
3016	demean	1
3017	demeanor	2
3018	dementieva	5
3019	demick	1
3020	demilitar	1
3021	demis	6
3022	democraci	72
3023	democrat	188
3024	democratich	1
3025	demograph	1
3026	demolish	4
3027	demolit	5
3028	demon	4
3029	demonstr	88
3030	demot	2
3031	demur	1
3032	demystifi	1
3033	dengu	1
3034	deni	95
3035	denial	5
3036	denigr	1
3037	denis	14
3038	denisa	3
3039	denn	1
3040	denni	8
3041	denomin	1
3042	denounc	13
3043	dens	4
3044	dent	2
3045	dental	1
3046	denver	21
3047	depart	180
3048	departur	20
3049	depend	34
3050	depict	1
3051	deplan	1
3052	deplet	2
3053	deplor	2
3054	deploy	22
3055	deport	3
3056	deportieren	1
3057	depos	7
3058	deposit	4
3059	depot	4
3060	depress	3
3061	depriv	1
3062	dept	1
3063	depth	12
3064	deputi	46
3065	dequia	2
3066	derail	1
3067	derelict	1
3068	deriv	3
3069	desai	1
3070	descend	18
3071	descent	9
3072	describ	80
3073	descript	8
3074	desegreg	1
3075	desert	31
3076	desert-styl	3
3077	deserv	15
3078	deservedli	2
3079	design	34
3080	designe	1
3081	desir	15
3082	desire-paulin	1
3083	desist	3
3084	desk	6
3085	desol	1
3086	despair	6
3087	desper	39
3088	despic	12
3089	despis	3
3090	despit	116
